slug	source_label	license	source_url	px
journal-of-high-energy-physics	Wikipedia (en) infobox cover	fair-use cover thumbnail	https://upload.wikimedia.org/wikipedia/en/e/e9/JHEP_webcover.jpg	224x320
new-journal-of-physics	Wikipedia (en) infobox cover	fair-use cover thumbnail	https://upload.wikimedia.org/wikipedia/en/3/37/New_Journal_of_Physics.gif	221x320
nature-reviews-physics	Wikipedia (en) infobox cover	fair-use cover thumbnail	https://upload.wikimedia.org/wikipedia/en/1/14/Nature_Reviews_Physics_journal_cover_volume_4_issue_1.png	239x320
living-reviews-in-relativity	link.springer.com journal cover (og:image)	fair-use cover thumbnail	https://media.springernature.com/w300/springer-static/cover/journal/41114.jpg	241x320
physics-reports	Elsevier shop journal cover (og:image, ISSN 0370-1573)	fair-use cover thumbnail	https://secure-ecsd.elsevier.com/covers/80/Tango2/largest/03701573.jpg	235x320
classical-and-quantum-gravity	Wikipedia (en) infobox cover (File:Classical_and_Quantum_Gravity.gif, re-encoded PNG)	fair-use cover thumbnail	https://upload.wikimedia.org/wikipedia/en/e/e2/Classical_and_Quantum_Gravity.gif	222x320
astronomy-and-astrophysics	Wikipedia (en) infobox cover	fair-use cover thumbnail	https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/A%26A_Cover_Vol.584_II.jpg/500px-A%26A_Cover_Vol.584_II.jpg	240x320
annual-review-of-astronomy-and-astrophysics	Wikipedia (en) infobox cover	fair-use cover thumbnail	https://upload.wikimedia.org/wikipedia/en/f/f6/Annual_Review_of_Astronomy_and_Astrophysics_cover.png	320x168
the-astronomical-journal	Wikipedia (en) infobox cover	fair-use cover thumbnail	https://upload.wikimedia.org/wikipedia/en/1/1a/Astronomical_Journal_Cover.jpg	248x320
nature-synthesis	Springer Nature cover-hires CDN (journal 44160 vol3 iss12)	fair-use cover thumbnail	https://media.springernature.com/full/springer-static/cover-hires/journal/44160/3/12	241x320
nature-reviews-chemistry	Springer Nature cover-hires CDN (journal 41570 vol9 iss12)	fair-use cover thumbnail	https://media.springernature.com/full/springer-static/cover-hires/journal/41570/9/12	236x320
astrophysical-journal-letters	IOPscience journal cover (cms.iopscience.org, ApJL 2041-8205)	fair-use cover thumbnail	https://cms.iopscience.org/23473afc-ec1f-11e5-b0b6-759f86a2008e/journal_cover?guest=true	247x320
acs-catalysis	Wikipedia (en) infobox cover	fair-use cover thumbnail	https://upload.wikimedia.org/wikipedia/en/8/88/ACS_Catalysis_%28scientific_journal%29.gif	248x320
acs-central-science	Wikipedia (en) infobox cover	fair-use cover thumbnail	https://upload.wikimedia.org/wikipedia/en/0/0d/ACS_Central_Science_Cover.jpg	240x320
nature-reviews-materials	Wikipedia (en) infobox cover	fair-use cover thumbnail	https://upload.wikimedia.org/wikipedia/en/6/62/Nature_Reviews_Materials_June_2019.png	232x320
advanced-energy-materials	Wikipedia (en) infobox cover	fair-use cover thumbnail	https://upload.wikimedia.org/wikipedia/en/4/40/AENGMcover_2_11.jpg	240x320
acs-energy-letters	Wikipedia (en) infobox cover	fair-use cover thumbnail	https://upload.wikimedia.org/wikipedia/en/a/a7/ACS_Energy_Letters_cover.webp	240x320
npj-computational-materials	nature.com npj Computational Materials journal masthead (og:image)	fair-use journal masthead thumbnail	https://media.springernature.com/lw630/nature-cms/uploads/cms/pages/2875/top_item_image/computational_materials.jpg	320x91
annual-review-of-ecology-evolution-and-systematics	Wikipedia (en) infobox cover	fair-use cover thumbnail	https://upload.wikimedia.org/wikipedia/en/1/12/Annual_Review_of_Ecology%2C_Evolution%2C_and_Systematics_cover.png	320x168
functional-ecology	Wikipedia (en) infobox cover	fair-use cover thumbnail	https://upload.wikimedia.org/wikipedia/en/a/a3/Functional_Ecology_Vol_28_issue_1_cover.jpg	242x320
journal-of-ecology	Wikipedia (en) infobox cover	fair-use cover thumbnail	https://upload.wikimedia.org/wikipedia/en/9/9b/Journal_of_Ecology.gif	246x320
the-isme-journal	academic.oup.com ISME Journal current issue cover (Vol 20 Iss 1)	fair-use cover thumbnail	https://oup.silverchair-cdn.com/oup/backfile/Content_public/Journal/ismej/Issue/20/1/64/m_cover.jpeg?Expires=1784052861&Signature=wPmj8df5zaNtyl2AIUmTD84iJJGUSQzw54LHPd8aqDA7-jB6~srZYeNy-Le0pqXhNfVPC3f7okKWpdcAk0WV5T-w7IJG9IGDIRffQX5bRlAiUkeCDmqdKZGaGc2kMer8gvqFy9f4joa-JFacKSP1zj4VJXMf4kxxTbWkijhY49fHVwBenX49BD1jxxmMCBOofZKXe0EbAmqFwXZ14qigm~fm6AMYRf34lNL7rcJ2vbI6ORpcmDkVmVZZin3P7JrbJBSQNVGjh7lcwMO9GhdPaRlvSVN7we4a~-BRUIVHlf8KZYY0xjWuJC6UGycX-Mbq6xDHETekvyD8LgW2lHgz-w__&Key-Pair-Id=APKAIE5G5CRDK6RD3PGA	243x320
geophysical-research-letters	Wikipedia (en) infobox cover	fair-use cover thumbnail	https://upload.wikimedia.org/wikipedia/en/3/36/Geophysical_Research_Letters.jpeg	244x320
atmospheric-chemistry-and-physics	Wikipedia (en) infobox cover	fair-use cover thumbnail	https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Cover_of_the_journal_Atmospheric_Chemistry_and_Physics.png/500px-Cover_of_the_journal_Atmospheric_Chemistry_and_Physics.png	241x320
journal-of-geophysical-research-atmospheres	Wikipedia (en) infobox cover [src: upload.wikimedia.org/wikipedia/en/5/5b/Jgrbcover.jpeg]	fair-use cover thumbnail	https://upload.wikimedia.org/wikipedia/en/5/5b/Jgrbcover.jpeg	238x320
nature-reviews-earth-and-environment	Wikipedia (en) infobox cover [src: upload.wikimedia.org/wikipedia/en/7/75/Nature_Reviews_Earth_%26_Environment_journal_cover_volume_1_issue_1.png]	fair-use cover thumbnail	https://upload.wikimedia.org/wikipedia/en/7/75/Nature_Reviews_Earth_%26_Environment_journal_cover_volume_1_issue_1.png	232x320
nature-water	nature.com issue cover (vol 4 issue 5) [src: media.springernature.com/cover-hires/journal/44221/4/5]	fair-use cover thumbnail	https://media.springernature.com/full/springer-static/cover-hires/journal/44221/4/5	241x320
water-research	Elsevier journal cover (ISSN 0043-1354) [src: secure-ecsd.elsevier.com/covers/80/Tango2/largest/00431354.jpg]	fair-use cover thumbnail	https://secure-ecsd.elsevier.com/covers/80/Tango2/largest/00431354.jpg	240x320
the-cryosphere	EGU/Copernicus journal cover graphic [src: the-cryosphere.net/graphic_TC_cover_huge.jpg]	fair-use cover thumbnail	https://www.the-cryosphere.net/graphic_TC_cover_huge.jpg	247x320
reviews-of-geophysics	Wikipedia (en) infobox cover [src: upload.wikimedia.org/wikipedia/en/e/ec/Rev_Geo_cvr_img.jpg]	fair-use cover thumbnail	https://upload.wikimedia.org/wikipedia/en/e/ec/Rev_Geo_cvr_img.jpg	246x320
advances-in-mathematics	Wikipedia (en) infobox cover	fair-use cover thumbnail	https://upload.wikimedia.org/wikipedia/en/a/a9/Advances_in_Mathematics.gif	219x320
journal-of-the-acm	Wikipedia (en) infobox cover	fair-use cover thumbnail	https://upload.wikimedia.org/wikipedia/en/6/68/Journal_of_the_ACM_2010_cover.jpg	213x320
duke-mathematical-journal	Project Euclid journal cover	fair-use cover thumbnail	https://projecteuclid.org/images/journals/cover_dmj.jpg	218x320
foundations-of-computational-mathematics	Springer journal cover	fair-use cover thumbnail	https://media.springernature.com/w153/springer-static/cover-hires/journal/10208	212x320
science-signaling	Wikipedia (en) infobox cover	fair-use cover thumbnail	https://upload.wikimedia.org/wikipedia/en/3/37/Science_Signaling_journal_cover.gif	266x320
nature-reviews-drug-discovery	Wikipedia (en) infobox cover	fair-use cover thumbnail	https://upload.wikimedia.org/wikipedia/en/7/79/Nature_Review_Drug_Discovery.jpg	244x320
cell-reports-medicine	Cell Press cell.com issue cover (Elsevier els-cdn)	fair-use cover thumbnail	https://ars.els-cdn.com/content/image/X26663791.jpg	246x320
the-lancet-digital-health	The Lancet thelancet.com issue cover (Elsevier els-cdn)	fair-use cover thumbnail	https://ars.els-cdn.com/content/image/X25897500.jpg	238x320
coordination-chemistry-reviews	Elsevier cover CDN (ISSN 0010-8545)	fair-use cover thumbnail	https://ars.els-cdn.com/content/image/X00108545.jpg	240x320
matter	Cell Press cover CDN (ISSN 2590-2385)	fair-use cover thumbnail	https://ars.els-cdn.com/content/image/X25902385.jpg	246x320
trends-in-ecology-and-evolution	Cell Press cover CDN (ISSN 0169-5347)	fair-use cover thumbnail	https://ars.els-cdn.com/content/image/X01695347.jpg	246x320
advanced-functional-materials	Wikipedia (en) infobox cover (upscaled from native fair-use thumbnail)	fair-use cover thumbnail	https://upload.wikimedia.org/wikipedia/en/8/8d/AFM_cover_15_09.jpg	237x320
molecular-ecology	Wikipedia (en) infobox cover	fair-use cover thumbnail	https://upload.wikimedia.org/wikipedia/en/3/39/Mol_Ecol_Cover_April2021.jpg	243x320
acta-mathematica	Wikimedia Commons	public domain (1884 title page)	https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Acta_Mathematica_1884_Titel.jpg/500px-Acta_Mathematica_1884_Titel.jpg	238x320
global-ecology-and-biogeography	onlinelibrary.wiley.com cover via Wayback (geb v32.6, upscaled)	fair-use cover thumbnail	https://web.archive.org/web/2id_/https://onlinelibrary.wiley.com/cms/asset/4d687c92-9aca-4912-bfdf-5ad5e7b8a0f7/geb.v32.6.cover.gif	243x320
siam-review	siam.org media CDN (SIAM Review)	fair-use cover thumbnail	https://www.siam.org/media/qqzdlhk4/sirev56-3_covercmyk.png	224x320
communications-on-pure-and-applied-mathematics	Internet Archive (CPAM cover)	fair-use cover thumbnail	https://ia801806.us.archive.org/15/items/pub_communications-on-pure-and-applied-mathematics/pub_communications-on-pure-and-applied-mathematics_itemimage.jpg	320x319
earths-future	Publisher:Wiley/AGU (media CDN)	publisher cover (fair-use)	https://media.wiley.com/journal/23284277-cover.jpg	243x320
siam-journal-on-computing	epubs.siam.org cover via Wayback (smjcat)	fair-use cover thumbnail	https://web.archive.org/web/2id_/https://epubs.siam.org/cms/10.1137/smjcat.43.6/asset/17efe487-8317-fe48-6831-efe48768317e/cover.jpg	218x320
jacs-au	Publisher:ACS (epubs Atypon showCoverImage, jaaucr; src https://pubs.acs.org/action/showCoverImage?journalCode=jaaucr)	publisher cover (fair-use)	/tmp/jaaucr.jpg	240x320
geometry-and-topology	NO-COVER	n/a	no public per-issue cover located (Wikipedia/Wikidata/CDN dry)	480x640
nature-reviews-methods-primers	NO-COVER	n/a	publisher cover exists but auto-fetch reverted on visual mismatch; pending manual save	480x640
physical-review-applied	NO-COVER	n/a	APS online journal, no per-issue cover art	480x640
physical-review-e	NO-COVER	n/a	APS online journal, no per-issue cover art	480x640
